u_q,coolant,stator_winding,u_d,stator_tooth,motor_speed,i_d,i_q,pm,stator_yoke,ambient,torque,profile_id
-0.45068150758743286,18.805171966552734,19.086669921875,-0.3500545918941498,18.2932186126709,0.0028655678033828735,0.004419136792421341,0.0003281021781731397,24.554214477539062,18.316547393798828,19.850690841674805,0.18710079789161682,17
-0.32573699951171875,18.818571090698242,19.092390060424805,-0.30580300092697144,18.29480743408203,0.0002567816700320691,0.0006058723665773869,-0.0007853526622056961,24.53807830810547,18.31495475769043,19.850671768188477,0.2454174906015396,17
-0.44086402654647827,18.82876968383789,19.089380264282227,-0.3725026249885559,18.29409408569336,0.0023549713660031557,0.0012895871186628938,0.0003864681930281222,24.544692993164062,18.32630729675293,19.850656509399414,0.17661534249782562,17
-0.3270256817340851,18.835567474365234,19.083030700683594,-0.3161987066268921,18.29254150390625,0.00610466580837965,2.558432606747374e-05,0.0020456609781831503,24.554018020629883,18.330833435058594,19.85064697265625,0.23830270767211914,17
-0.47115013003349304,18.857032775878906,19.0825252532959,-0.33227214217185974,18.291427612304688,0.003132822923362255,-0.0643167793750763,0.03718377649784088,24.565397262573242,18.326662063598633,19.85063934326172,0.20819665491580963,17
-0.5389726161956787,18.901548385620117,19.07710838317871,0.00914747267961502,18.29062843322754,0.009636123664677143,-0.613635241985321,0.33674734830856323,24.57360076904297,18.323862075805664,19.85063362121582,0.4762178361415863,17
-0.6531484723091125,18.94171142578125,19.074583053588867,0.2388896942138672,18.292524337768555,0.0013370123924687505,-1.0056473016738892,0.5542112588882446,24.57657814025879,18.321935653686523,19.850629806518555,0.6700153350830078,17
-0.7583915591239929,18.960861206054688,19.08249855041504,0.3950992524623871,18.29404067993164,0.0014219575095921755,-1.2883837223052979,0.7063699960708618,24.574949264526367,18.314655303955078,19.850627899169922,0.7520354986190796,17
-0.7271284461021423,18.97354507446289,19.085533142089844,0.5466225147247314,18.291963577270508,0.0005765525856986642,-1.4905304908752441,0.8173394799232483,24.567079544067383,18.30692481994629,19.85062599182129,0.9105414152145386,17
-0.8743074536323547,18.987812042236328,19.076025009155273,0.5789439678192139,18.287233352661133,-0.001247879583388567,-1.6344635486602783,0.8980128765106201,24.553241729736328,18.301733016967773,19.850624084472656,0.9240097999572754,17
-0.7669839859008789,18.998701095581055,19.078054428100586,0.6892814040184021,18.286502838134766,0.0018526752246543765,-1.7392078638076782,0.9520295262336731,24.534229278564453,18.305416107177734,19.850622177124023,1.0335381031036377,17
-0.8912748694419861,19.004302978515625,19.083162307739258,0.6804993152618408,18.28929901123047,-0.004142461344599724,-1.8121256828308105,0.9954599738121033,24.5189208984375,18.303592681884766,19.8769588470459,1.0317845344543457,17
-0.8437439203262329,18.990060806274414,19.089574813842773,0.7328829169273376,18.287063598632812,0.003363267285749316,-1.8669898509979248,1.02293062210083,24.508377075195312,18.31222152709961,19.902965545654297,1.0808544158935547,17
-0.8086216449737549,18.965435028076172,19.101913452148438,0.8105266094207764,18.284530639648438,-0.003565325168892741,-1.9037305116653442,1.045553207397461,24.501676559448242,18.313796997070312,19.85196304321289,1.1154041290283203,17
-0.886074423789978,18.929105758666992,19.101842880249023,0.7962298393249512,18.284992218017578,-0.0005803902167826891,-1.9312278032302856,1.059219479560852,24.476713180541992,18.319961547851562,19.85222816467285,1.0890792608261108,17
